forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-03,AZ,4,,Haryaksha Gregor Knauer,G,false,lite,0.0,4.0,1.39,7.16
2018-10-03,AZ,5,,Andy Biggs,R,true,lite,0.9935,65.37,58.1,72.56
2018-10-03,AZ,5,,Joan Greene,D,false,lite,0.0065,34.63,27.44,41.9
2018-10-03,AZ,6,,David Schweikert,R,true,lite,0.9547,59.73,52.53,66.86
2018-10-03,AZ,6,,Anita Malik,D,false,lite,0.0453,40.27,33.14,47.47
2018-10-03,AZ,7,,Ruben Gallego,D,true,lite,0.9999,86.19,79.42,92.36
2018-10-03,AZ,7,,Gary Swing,G,false,lite,0.0001,13.81,7.64,20.58
2018-10-03,AZ,8,,Debbie Lesko,R,true,lite,0.9268,56.68,50.82,62.48
2018-10-03,AZ,8,,Hiral Tipirneni,D,false,lite,0.0732,43.32,37.52,49.18
2018-10-03,AZ,9,,Greg Stanton,D,false,lite,0.9405,58.59,51.66,65.57
2018-10-03,AZ,9,,Steve Ferrara,R,false,lite,0.0595,41.41,34.43,48.34
2018-10-03,CA,1,,Doug LaMalfa,R,true,lite,0.9807,62.45,55.12,69.71
2018-10-03,CA,1,,Audrey Denney,D,false,lite,0.0193,37.55,30.29,44.88
2018-10-03,CA,2,,Jared Huffman,D,true,lite,1.0,81.26,75.25,87.26
2018-10-03,CA,2,,Dale K. Mensing,R,false,lite,0.0,18.74,12.74,24.75
2018-10-03,CA,3,,John Garamendi,D,true,lite,0.9959,65.8,58.89,72.78
2018-10-03,CA,3,,Charlie Schaupp,R,false,lite,0.0041,34.2,27.22,41.11
2018-10-03,CA,4,,Tom McClintock,R,true,lite,0.9562,59.84,52.55,67.06
2018-10-03,CA,4,,Jessica Morse,D,false,lite,0.0438,40.16,32.94,47.45
2018-10-03,CA,5,,Mike Thompson,D,true,lite,0.9996,80.16,72.69,87.19
2018-10-03,CA,5,,Anthony Mills,I,false,lite,0.0004,19.84,12.81,27.31
2018-10-03,CA,6,,Doris O. Matsui,D,true,lite,1.0,78.4,73.64,83.14
2018-10-03,CA,6,,Jrmar Jefferson,D,false,lite,0.0,21.6,16.86,26.36
